,NW,SE,dipole,dipole_std
1904-11-01,-1.0170505323831107,0.6241721524591911,-1.641222684842302,-0.9865565714805059
1904-12-01,-1.89583725965233,0.762888387709544,-2.658725647361874,-1.5981885233451123
1905-01-01,-2.498180298222439,0.4197121965247072,-2.917892494747146,-1.7539764970059766
1905-02-01,-1.8987218513184954,-0.28218168520589865,-1.6165401661125967,-0.9717196445489109
1905-03-01,-0.5401125847822876,-0.24220735150617587,-0.29790523327611174,-0.17907403320788293
1905-04-01,-0.8328594886311778,0.39857999524369153,-1.2314394838748692,-0.7402314910813262
1905-05-01,-0.9453261993909859,0.9007000050107289,-1.8460262044017148,-1.1096661652911042
1905-06-01,-0.981800676061571,0.8645886344452912,-1.8463893105068623,-1.1098844322682098
1905-07-01,-0.7050145530278599,0.4763200908933665,-1.1813346439212264,-0.7101129339983824
1905-08-01,-0.3870914175359788,0.379607467444924,-0.7666988849809029,-0.4608709289180735
1905-09-01,-0.6771761032347705,0.1912431912366282,-0.8684192944713987,-0.5220161588514382
1905-10-01,0.2872745400619126,0.01476119403632327,0.27251334602558935,0.16381069724460873
1905-11-01,0.18990521623095752,0.13445600322038598,0.05544921301057154,0.03333111708985304
1905-12-01,-0.7661797980317107,0.15923927514308872,-0.9254190731747993,-0.5562793376218302
1906-01-01,-1.196762785600171,0.6072370524738652,-1.803999838074036,-1.0844036654128488
1906-02-01,-1.5735553944441116,1.1378240036503071,-2.7113793980944187,-1.6298392580553016
1906-03-01,-2.2784470761560156,1.9557697736345427,-4.234216849790558,-2.5452331952356237
1906-04-01,-2.495179821766211,2.6625697815399154,-5.157749603306126,-3.100378645863986
1906-05-01,-2.0778964408699485,2.694288457739573,-4.772184898609522,-2.8686115635159104
1906-06-01,-1.2061160453675173,1.9872928567641097,-3.193408902131627,-1.9195923666659656
1906-07-01,-1.6253590276236758,1.23473222016884,-2.860091247792516,-1.7192315470674269
1906-08-01,-1.258075235607616,0.5903590004673154,-1.8484342360749313,-1.1111136589758341
1906-09-01,-1.1687781748106063,0.3169117387697015,-1.4856899135803079,-0.8930641533057972
1906-10-01,-1.126613859348635,0.14116321558223555,-1.2677770749308706,-0.7620744070848385
1906-11-01,-1.5244379915783537,0.054262844483327494,-1.5787008360616812,-0.9489740171170445
1906-12-01,-0.46127751931160604,0.024035565443109058,-0.48531308475471513,-0.2917269042233868
1907-01-01,-0.35265171073776347,-0.9374592185649621,0.5848075078271986,0.3515340698288584
1907-02-01,0.11278754246886909,-1.0794679371618365,1.1922554796307057,0.7166775655592
1907-03-01,0.08118649102364095,-0.8541691695514725,0.9353556605751134,0.5622523269598445
1907-04-01,-0.12752827992272833,-0.4617850218163961,0.3342567418936677,0.20092531520702614
1907-05-01,-0.10068268089855861,-0.43715659440751475,0.33647391350895617,0.20225808086239058
1907-06-01,0.18631800777458937,-0.13318051435329292,0.3194985221278823,0.19205399090243425
1907-07-01,0.13471169194026808,-0.0011714914647895237,0.13588318340505762,0.08168084001034348
1907-08-01,-0.17361284211160985,-0.14384848638447278,-0.029764355727137065,-0.0178916736952804
1907-09-01,-0.46820763855880376,-0.18013915059749308,-0.2880684879613107,-0.17316106001909864
1907-10-01,-0.8038903791296357,-0.26640384421860736,-0.5374865349110283,-0.32308892510202647
1907-11-01,-0.6036550339931093,-0.271888599892392,-0.33176643410071727,-0.19942836446363543
1907-12-01,-0.6060708664634341,-0.39526707856315707,-0.21080378790027704,-0.12671641951255627
1908-01-01,-1.5230567701616553,-0.7782953577789102,-0.7447614123827451,-0.44768407867936527
1908-02-01,-1.9341763330351018,-0.9127248449097819,-1.02145148812532,-0.6140054529866579
1908-03-01,-0.5028102104673782,-0.8685941584706389,0.36578394800326075,0.21987665718828076
1908-04-01,-0.04089656929717018,-0.7133666082201556,0.6724700389229854,0.4042289581727107
1908-05-01,-0.4428560137200421,-0.4026833158040841,-0.040172697915957956,-0.024148239900119134
1908-06-01,0.06084923237112365,-0.943424807202719,1.0042740395738428,0.6036799042928458
1908-07-01,-0.03930341443558207,-0.9744915065020754,0.9351880920664933,0.5621515997307615
1908-08-01,0.06460870200190988,-0.8086204333541739,0.8732291353560837,0.5249074058323545
1908-09-01,-0.41214445633908237,-0.9326834877702554,0.5205390314311731,0.31290159885881996
1908-10-01,-1.3138460958343858,-0.7006204598192652,-0.6132256360151206,-0.3686165117009458
1908-11-01,-1.4627058507095991,-0.22299033236979543,-1.2397155183398036,-0.745206304226786
1908-12-01,-1.8083285830479157,0.13821302010837216,-1.9465416031562879,-1.1700870503374474
1909-01-01,-1.976855344006092,0.6162832319655456,-2.5931385759716377,-1.5587634307712694
1909-02-01,-1.7647026576211842,0.06792991025589323,-1.8326325678770774,-1.101615106619153
1909-03-01,-0.39976670795180075,-0.5637134604672488,0.16394675251544805,0.09855015261536226
1909-04-01,0.3536754807609579,-1.0639671863571736,1.4176426671181315,0.8521602230905845
1909-05-01,0.4627679605164061,-1.5874883378766005,2.0502562983930064,1.2324310668379956
1909-06-01,0.6195705215429721,-1.3693287173245356,1.9888992388675077,1.19554867979774
1909-07-01,0.30312048009414605,-1.6656685179339785,1.9687889980281246,1.1834601981813313
1909-08-01,0.33418177985953085,-0.8954148582067828,1.2295966380663137,0.7391237366861142
1909-09-01,-0.07062884800174093,-1.1923332883152433,1.1217044403135024,0.6742685785850441
1909-10-01,-0.07851423376162112,-1.2392348765806673,1.1607206428190462,0.6977216366810312
1909-11-01,0.31838073213335794,-1.6307714543453518,1.9491521864787096,1.1716562999925482
1909-12-01,1.0407772811874976,-1.4485357609998883,2.489313042187386,1.4963527880301433
1910-01-01,0.7177479068830165,-0.8455304756224804,1.563278382505497,0.9397034147516694
1910-02-01,0.15579019564634247,-0.6364496334071111,0.7922398290534536,0.4762238645369302
1910-03-01,-0.3594262729244258,-1.2436438703689547,0.884217597444529,0.5315126883354182
1910-04-01,-0.8141926413669576,-1.2404899321137473,0.4262972907467897,0.2562518770150875
1910-05-01,-0.6765987672986905,-1.1046179460909584,0.4280191787922679,0.25728692240064616
1910-06-01,-0.18047301288192263,-0.711891510483224,0.5314184976013013,0.31944136274550494
1910-07-01,-0.22168101782409463,-0.5016452595585661,0.27996424173447143,0.16828951062740072
1910-08-01,-0.522081537852738,-0.48638085038026224,-0.03570068747247579,-0.02146006642342197
1910-09-01,-0.8821669007923549,-0.864714895913846,-0.017452004878508953,-0.010490587448867234
1910-10-01,-0.3195859173064229,-1.356835209972512,1.0372492926660892,0.6235016828575959
1910-11-01,0.0875507584130528,-1.398015700937792,1.4855664593508449,0.8929899436434043
1910-12-01,-0.5034658469372846,-1.7717533093242517,1.268287462386967,0.7623812064628046
1911-01-01,-0.5484030453038298,-1.6980717698789525,1.1496687245751227,0.69107821000182
1911-02-01,-1.193265361755924,-1.843747858540022,0.6504824967840981,0.39101201059566204
1911-03-01,-0.3681646124994551,-2.403266284667334,2.0351016721678787,1.223321458355971
1911-04-01,0.8394519926201074,-2.1372841584781694,2.976736151098277,1.7893480504211834
1911-05-01,0.7671064753929604,-2.0686472902989514,2.835753765691912,1.7046020253569425
1911-06-01,0.8440111717030409,-1.7015924451405795,2.5456036168436205,1.530189656635733
1911-07-01,0.7976666517418554,-1.452472071535457,2.2501387232773125,1.3525825378201424
1911-08-01,0.6553392494020015,-1.153597710726093,1.8089369601280945,1.0873714224708135
1911-09-01,0.3218134275363084,-1.0145880858706045,1.336401513406913,0.8033252936147213
1911-10-01,0.1781235959078742,-0.9309312998506957,1.10905489575857,0.6666648015825936
1911-11-01,-0.9781821473916724,-0.3929118120108187,-0.5852703353808537,-0.35181228043899543
1911-12-01,-1.8867857179419956,0.8968696407214587,-2.783655358663454,-1.6732851137079117
1912-01-01,-1.9342285333909857,1.3900983155106372,-3.324326848901623,-1.998288549641943
1912-02-01,-2.7250430448955387,1.1713193169032863,-3.896362361798825,-2.3421452362336117
1912-03-01,-1.90485956916337,1.4034638419668135,-3.308323411130184,-1.9886687114289403
1912-04-01,-1.6072204479610046,1.3582084953746503,-2.965428943335655,-1.7825511664722014
1912-05-01,-1.6539147103066145,0.5476545134975813,-2.2015692238041957,-1.3233868903792063
1912-06-01,-1.2287292395365892,-0.07914792874082373,-1.1495813107957655,-0.6910256646408162
1912-07-01,-0.2242805955471318,-0.22048022130363537,-0.0038003742434964405,-0.0022844457480594126
1912-08-01,-0.4975891308718317,0.13487163849432796,-0.6324607693661597,-0.38017895681338026
1912-09-01,-0.687073290710431,0.512993791535314,-1.200067082245745,-0.7213732037348337
1912-10-01,-0.5014937174919766,0.2697656591666646,-0.7712593766586412,-0.46361228941437155
1912-11-01,-0.504401277314731,1.1960373911359587,-1.7004386684506896,-1.0221519348063244
1912-12-01,-0.876802792221686,1.8212913882361481,-2.6980941804578342,-1.6218533711406442
1913-01-01,-0.44448257680939646,1.2827666182985378,-1.7272491951079343,-1.0382680301435634
1913-02-01,-1.4826014943513355,1.4243678513327236,-2.9069693456840593,-1.7474104748634756
1913-03-01,-1.705506410041288,1.5946560679801665,-3.3001624780214547,-1.983763086944105
1913-04-01,-1.503519220961286,1.4210427691411869,-2.9245619901024726,-1.7579856022492961
1913-05-01,-1.849979247007986,0.8914093341814355,-2.7413885811894216,-1.6478781001091949
1913-06-01,-2.058965459804954,0.8599432990306445,-2.9189087588355984,-1.7545873842573423
1913-07-01,-1.8604485503841386,0.5169056529371218,-2.3773542033212602,-1.4290531283076624
1913-08-01,-1.519692979228472,-0.12869002345246788,-1.391002955776004,-0.8361468066726625
1913-09-01,-1.0746922533647725,-0.5045791556099217,-0.5701130977548508,-0.34270110221587596
1913-10-01,-0.2313255555772749,-0.6448764348435053,0.4135508792662304,0.24858987226394758
1913-11-01,-0.4053354419175363,-0.2985381556922072,-0.10679728622532908,-0.06419699502996247
1913-12-01,-0.9099708983505601,-0.37399633219082756,-0.5359745661597326,-0.3221800644573132
1914-01-01,-0.742337807485123,-0.33381010599850675,-0.40852770148661627,-0.2455703861856953
1914-02-01,-0.9344664373528191,-0.4044273540123902,-0.5300390833404289,-0.31861218202772296
1914-03-01,-0.9544163693646749,-0.789378965084032,-0.16503740428064284,-0.0992057550976379
1914-04-01,-0.2855074369709263,-0.9788842008678553,0.693376763896929,0.41679621495125174
1914-05-01,-0.4413526434705746,-0.6307937337969974,0.1894410903264228,0.11387507271014989
1914-06-01,-1.2222146351222307,0.15556375536764006,-1.3777783904898708,-0.828197378536857
1914-07-01,-1.1539898139885887,0.6308386162647718,-1.7848284302533606,-1.0728795264006967
1914-08-01,-1.1612018151575614,0.828249071964748,-1.9894508871223093,-1.1958802814846692
1914-09-01,-0.9281449742552326,0.6851156932148541,-1.6132606674700867,-0.9697483027152826
1914-10-01,-1.4343349572864907,1.2213259451563951,-2.655660902442886,-1.5963462722796942
1914-11-01,-1.2640730564987204,2.1911171352207996,-3.4551901917195202,-2.0769519095962368
1914-12-01,-1.1454049434598592,2.1714029836979396,-3.316807927157799,-1.9937688450794082
1915-01-01,-1.4962153471659563,2.07222914745086,-3.5684444946168163,-2.1450302866523687
1915-02-01,-1.9918055259313516,2.033151281989052,-4.024956807920404,-2.419444738031157
1915-03-01,-1.5464936859465814,1.6768051574181284,-3.22329884336471,-1.9375595311568081
1915-04-01,-1.2208542938478861,1.9454766883210353,-3.1663309821689216,-1.90331553834282
1915-05-01,-0.9031065515517768,1.7735340802890787,-2.6766406318408555,-1.6089574128010904
1915-06-01,-0.9951117668120633,1.188295165444881,-2.1834069322569443,-1.3124693419900872
1915-07-01,-1.5114787312265212,1.3427973913937785,-2.8542761226202997,-1.7157360129113273
1915-08-01,-1.3731143799054017,1.1243280818140708,-2.497442461719473,-1.5012394693658164
1915-09-01,0.3385384215616331,0.903690949040861,-0.565152527479228,-0.3397192501802537
1915-10-01,0.8579288305889085,0.7900432256070927,0.06788560498181573,0.04080676578643272
1915-11-01,0.631708148293186,0.4410481405870668,0.19066000770611918,0.1146077770300069
1915-12-01,0.6256278508397846,0.08100204710693412,0.5446258037328504,0.3273804162182435
1916-01-01,0.4376825574926544,-0.34236730281496125,0.7800498603076156,0.4688963434860595
1916-02-01,1.0811145841935197,-1.3117347078941706,2.39284929208769,1.4383673924775267
1916-03-01,1.7480795753341372,-1.3781141060560953,3.1261936813902325,1.8791885760418388
1916-04-01,1.962908051961674,-1.1664090568170136,3.1293171087786877,1.8810661017695063
1916-05-01,2.207021972247412,-0.7625745647703952,2.9695965370178072,1.7850563517662876
1916-06-01,2.0367475433742297,-0.9255769395569714,2.962324482931201,1.7806850420021942
1916-07-01,1.285635578548145,-1.0664202494445572,2.352055827992702,1.4138460033643658
1916-08-01,1.5410435678330068,-0.825245844311857,2.3662894121448637,1.4224019635705734
1916-09-01,0.8987317607694184,-0.9891609867588542,1.8878927475282725,1.1348325937277464
1916-10-01,0.7038647002320318,-1.028483343558276,1.7323480437903078,1.0413330028136576
1916-11-01,0.8403634108338471,-1.6659782069616216,2.506341617795469,1.5065888475997933
1916-12-01,1.1088047849758969,-1.2250706784216219,2.3338754633975185,1.4029175910721525
1917-01-01,2.7948731480169267,-1.1398980461085122,3.934771194125439,2.3652331975959995
1917-02-01,0.227889327193716,-0.07094116950828125,0.29883049670199724,0.17963021898424855
1917-03-01,0.7396626602903568,-0.2595662364766977,0.9992288967670544,0.6006472148010034
1917-04-01,0.9224505584761196,-0.33905037033467855,1.2615009288107981,0.7583017482887385
1917-05-01,1.6038259798621533,-0.7139207885854119,2.317746768447565,1.3932224594247309
1917-06-01,1.8011568971972773,-0.8101770282036433,2.6113339254009205,1.5697008506080954
1917-07-01,2.1072587400956033,-0.8700937053413316,2.977352445436935,1.7897185115629803
1917-08-01,2.369713777424843,-1.3985780310143021,3.7682918084391455,2.265160651998306
1917-09-01,2.354714527165053,-1.9671263372107866,4.321840864375839,2.597904930891605
1917-10-01,1.442990419339967,-1.6536476938346731,3.09663811317464,1.8614224067607124
1917-11-01,0.4824673308200172,-1.5698931112797192,2.0523604420997366,1.233695890204371
1917-12-01,-0.16542678230183655,-1.5018348725995188,1.3364080902976823,0.803329247054354
1918-01-01,0.0404482892844278,-1.588295159290723,1.6287434485751509,0.979055168617799
1918-02-01,-0.17714367418362267,-1.6403310656460195,1.4631873914623967,0.8795376457359584
1918-03-01,0.25523291761302164,-1.107951177993749,1.3631840956067707,0.8194245912386908
1918-04-01,0.11777163244870037,-0.650287843116006,0.7680594755647063,0.4616887945215305
1918-05-01,0.21684164387436602,-0.15599155615258417,0.3728332000269502,0.22411403824096912
1918-06-01,0.41623969530250793,-0.24980288239468598,0.6660425776971939,0.40036534224246295
1918-07-01,0.04081369177561742,-0.37719916871355746,0.41801286048917485,0.2512720170685336
1918-08-01,0.20307536602056248,-0.5394354706422796,0.7425108366628421,0.4463312334581831
1918-09-01,0.41715215752336526,-0.4463902172580317,0.863542374781397,0.5190845900806738
1918-10-01,0.38671621802147427,-0.4219003349404646,0.8086165529619389,0.4860680890534775
1918-11-01,-0.4452373939554832,-0.45965794717916314,0.014420553223679966,0.008668349321879418
1918-12-01,-1.3184491232162618,-0.5011318277495788,-0.8173172954666831,-0.49129819876015624
1919-01-01,-1.2638193627691228,-0.4323401150565389,-0.8314792477125839,-0.4998111002586686
1919-02-01,-0.7404690347444649,-0.7171317748193956,-0.023337259925069298,-0.014028277425155129
1919-03-01,-1.3520264801352686,-0.007495667397712098,-1.3445308127375566,-0.8082119026960168
1919-04-01,-1.5162978680817585,1.2574780642781014,-2.77377593235986,-1.6673464845186592
1919-05-01,-1.359755264827496,0.5361634206297711,-1.895918685457267,-1.1396570711611087
1919-06-01,-0.9073212082858739,0.7381866128993789,-1.645507821185253,-0.989132412929611
1919-07-01,-0.46115537047883703,1.0117561202657996,-1.4729114907446368,-0.8853829061855144
1919-08-01,-0.8319637305242032,0.8827706402524432,-1.7147343707766465,-1.0307452349135289
1919-09-01,-0.5397743264761575,-0.9598220262452962,0.4200476997691387,0.2524951808001194
1919-10-01,-0.057529690696138724,-2.489074594458237,2.431544903762098,1.4616277399839428
1919-11-01,-0.8942126549162123,-0.1880280710911388,-0.7061845838250734,-0.4244951329793461
1919-12-01,-1.421837148080675,-0.8446421570958197,-0.5771949909848554,-0.346958104248026
1920-01-01,-1.3514220000141284,-1.8491674165237761,0.49774541650964776,0.29920011228036236
1920-02-01,-0.3853604537348559,-2.2581606757940285,1.8728002220591726,1.1257603146767117
1920-03-01,0.10655586398340318,-2.569520394244162,2.6760762582275652,1.6086181617645894
1920-04-01,0.47040591658939446,-1.4720232288332422,1.9424291454226368,1.167615007853792
1920-05-01,0.1617180680605618,-1.1209988657110284,1.2827169337715902,0.7710549165869476
1920-06-01,0.33546486460716646,-1.1815593700377645,1.517024234644931,0.9118995500162408
1920-07-01,0.6011636320510556,-1.6928070564090196,2.2939706884600755,1.378930402550098
1920-08-01,-0.07965220151989814,-1.4658131488578725,1.3861609473379743,0.833236223430169
1920-09-01,0.006199635788748722,-0.7351344869789648,0.7413341227677135,0.4456238981058795
1920-10-01,0.13070479262259035,-0.05760824189711972,0.18831303451971007,0.11319698625705159
1920-11-01,-0.8092095953942441,0.770622463689368,-1.5798320590836121,-0.949654007417205
1920-12-01,-0.8230259855896961,0.255813353500217,-1.0788393390899131,-0.6485019061585218
1921-01-01,-0.8876635982669703,-0.28466734713829717,-0.602996251128673,-0.3624675186513537
1921-02-01,-0.7460127125393761,-0.16066949041224596,-0.5853432221271301,-0.3518560934444924
1921-03-01,-0.7037607004795189,-1.1343562424559512,0.43059554197643235,0.258835601963348
1921-04-01,-2.0089021864905723,-2.126771030960811,0.11786884447023871,0.07085222752456713
1921-05-01,-2.087543066637364,-1.9840532874848587,-0.10348977915250557,-0.06220881702825161
1921-06-01,-0.8235709573051283,-0.7338957308683925,-0.08967522643673576,-0.05390474111602029
1921-07-01,-0.6356089598441155,-0.015107497708729501,-0.6205014621353859,-0.372990088874958
1921-08-01,-0.28339019053625963,-0.09470572752426323,-0.1886844630119964,-0.11342025591039258
1921-09-01,-0.33421976507502277,-0.7642289561549099,0.43000919107988717,0.2584831401459952
1921-10-01,0.2090053264490168,-1.0688244142644179,1.2778297407134347,0.7681171723843194
1921-11-01,1.0535914245499716,-1.1603701207779729,2.2139615453279444,1.3308360478567782
1921-12-01,0.6404423118397444,-1.0874220553455123,1.7278643671852567,1.0386378166820258
1922-01-01,-0.33119736446932274,-1.0183858513148594,0.6871884868455367,0.4130763751954542
1922-02-01,-0.8867657521457601,-0.6239805751888488,-0.2627851769569114,-0.15796299040274295
1922-03-01,-0.3913728907256078,0.7922354979343558,-1.1836083886599635,-0.7114797063654642
1922-04-01,-0.8407521824408815,1.0474600052685488,-1.8882121877094302,-1.1350246126492654
1922-05-01,-0.830944779577342,0.31318732072673044,-1.1441321003040725,-0.6877500857266258
1922-06-01,-0.3675799685135513,-0.509452682939674,0.14187271442612276,0.08528121139412431
1922-07-01,-0.0695587407061132,-0.644917183399774,0.5753584426936608,0.3458541353580923
1922-08-01,-0.22792209237361918,-0.039695176561342034,-0.18822691581227716,-0.11314521937768167
1922-09-01,-0.2744921178722247,-0.08038668485139606,-0.19410543302082867,-0.11667885916722369
1922-10-01,0.4052264642180415,-0.6460988915315701,1.0513253557496116,0.6319629554587344
1922-11-01,1.2551683188327238,-1.3239348256410586,2.579103144473782,1.5503265822523835
1922-12-01,1.4734347108987995,-1.7534164590032777,3.226851169902077,1.93969487276636
1923-01-01,0.5961628379573415,-1.8445220811091294,2.440684919066471,1.4671219012852945
1923-02-01,-0.10955465338465133,-1.6606238466678973,1.5510691932832459,0.932364340066129
1923-03-01,-0.5930750658624825,-1.2605137726642504,0.6674387068017679,0.4012045704321982
1923-04-01,-0.2295382153917967,-0.6219268479528999,0.3923886325611032,0.2358690186302184
1923-05-01,-0.04618550935536571,-0.23056141412454406,0.18437590476917837,0.11083033530588485
1923-06-01,0.23051082906622444,0.012536322864044889,0.21797450620217956,0.13102681524880413
1923-07-01,-0.11785450997025308,0.32009012615867033,-0.4379446361289234,-0.2632532213379338
1923-08-01,-0.8366304423402586,-0.29787802908065225,-0.5387524132596064,-0.32384985816432127
1923-09-01,-0.6632699284271973,-0.6962603642985004,0.032990435871303014,0.0198309050962012
1923-10-01,0.3360087923154805,-0.6302069545867262,0.9662157469022066,0.5808026560794879
1923-11-01,1.0581954959389654,0.7921377013993105,0.26605779453965495,0.1599301959574898
1923-12-01,0.8541088085452968,0.30373365567236177,0.550375152872935,0.33083641169543937
1924-01-01,1.3590605991349793,0.2319428492379362,1.127117749897043,0.6775225770780113
1924-02-01,0.8016443188602382,-0.4782637379715112,1.2799080568317494,0.7693664705100849
1924-03-01,1.7779277388287713,-0.7986696359133254,2.5765973747420965,1.5488203371716625
1924-04-01,1.7561633224463777,-1.1492946631841048,2.9054579856304823,1.7465019801134942
1924-05-01,1.0447914885549991,-0.7012072390295367,1.745998727584536,1.0495385753583073
1924-06-01,0.7803684978089215,-0.655414011494625,1.4357825093035466,0.8630642769273495
1924-07-01,-0.10335325110559893,-0.4471236912708707,0.3437704401652718,0.20664410135080624
1924-08-01,0.037078234308538384,-0.3198822494658207,0.3569604837743591,0.21457277813601036
1924-09-01,0.07266112890061951,-0.006061318217049143,0.07872244711766865,0.04732090790862122
1924-10-01,0.42204541888395786,-1.2910670401546198,1.7131124590385776,1.0297702863594227
1924-11-01,0.5078993442068406,-1.8046047953881832,2.3125041395950237,1.390071058951123
1924-12-01,0.020521325429160953,-0.9952488210654176,1.0157701464945785,0.6105903375532684
1925-01-01,-0.9553465797065331,-0.20887503247827235,-0.7464715472282608,-0.4487120590902767
1925-02-01,-1.1740034304346232,-0.35528459515218047,-0.8187188352824427,-0.4921406793864596
1925-03-01,-0.527897701505365,-0.529973655876657,0.0020759543712920436,0.0012478784542809655
1925-04-01,0.10173568312104807,-1.2033272487965738,1.305062931917622,0.7844873359172818
1925-05-01,0.3792369510303744,-0.5498671010471,0.9291040520774745,0.5584944179919571
1925-06-01,0.09589655131183211,-0.524122163196453,0.6200187145082852,0.37269990409486603
1925-07-01,0.13067138439482448,-0.7040840871021161,0.8347554714969406,0.5017804735399114
1925-08-01,0.369542300935545,-0.6575247867093504,1.0270670876448955,0.6173810501314002
1925-09-01,0.766028016040391,-0.8757170061064301,1.641745022146821,0.9868705540406192
1925-10-01,-0.5712125128110267,-0.18278780675496714,-0.38842470605605955,-0.2334862598622988
1925-11-01,-0.48492010449871603,1.0405409004141013,-1.5254610049128172,-0.9169709831780694
1925-12-01,-0.28359794795267923,1.8577205975404825,-2.141318545493162,-1.2871695609620102
